dbn,comments
28Q220,"[""My child has been in this school for five years, since kindergarten. There are many pros and cons to this school.\n\nPros\n- most teachers show concern for the welfare of their students and are friendly and approachable\n- school has non-academic classes, such as arts, music, and gym available to all students of all grades\n\nCons\n- office staff is about as unfriendly as it gets; they ignore you when you walk in and then act like you disrupted them from something important\n- leadership/mgmt is terrible; when all's well, they are sweet; when issues are brought to their attention, they try to sweep it under the rug and pretend nothing happened.\n- not all teachers are properly licensed for what they are teaching; ie. g&t, special ed, etc\n- parent coordinators switch every other year; the newest one speaks to parents very loudly as if we were all deaf or as if we were kids"", 'An Open Letter To The White Teachers Who Wore NYPD T-Shirts To School, Despite Being Told Not To\n\nDear PS 220 White Teachers Who Wore NYPD T-Shirts To School,\n\nIt must have seemed like a fantastic idea when, despite warnings from from the United Federation of Teachers, you all donned NYPD shirts and crowded in front of a camera for a smirking group portrait. Through this lens, which is conspicuously White, those matching gray shirts might either be a tone-deaf display of team spirit, or a more troubling reification of how you regard your relationship to the minority student body. Whatever the intention, you have managed to introduce the armed and socially embroiled segment of the judicial system into the classroom in the most polarizing way.\nhttp://t.thefrisky.com/all/2014-09-05-an-open-letter-to-the-white-teachers-who-wore-nypd-t-shirts-to-school-despite-being-told-not-to', 'I have a child that goes to the school.  From what I have seen, the teachers are\ngreat.   Most are very personable and\ncaring.  I find the problem to be the\nadministration.  They are very lax and\nunapproachable. They are not open to suggestions. They allow students to run\naround the hallways, assault teachers and paraprofessionals.  There doesn’t seem to be any consequences for\nthese unruly children.  Shouldn’t they be\nsuspended?  These children are preventing\nother children from learning.  The\ndisruptive children need to learn there are consequences for their\nbehavior.  Also, classroom libraries seem\nto be limited.  There is no Shakespeare\nprogram that I know of.']"
28Q284,"['York Early College was able to build out new, individual offices for the school\'s guidance counselors, thanks to donations from Zara Reality, <a href=""https://chalkbeat.org/posts/ny/2020/02/12/crunched-for-space-in-a-shared-building-queens-counselors-finally-have-private-offices-to-meet-with-students/?utm_source=newsletter&utm_medium=email&utm_campaign=cb_bureau_ny"">Chalkbeat</a> reports.', ""I am a teacher at the York Early College Academy, affectionately called YECA. At YECA, we are a family. We care about each other academically, emotionally and socially. I am sorry to hear that Ms. Durant had an awful experience, however this goes to show that she is still on earth. There will always be some kind of discomfort even in the most comfortable places. If Ms. Durant reports that nothing was done about her bullying experience, it would be difficult to believe, especially during Ms. Burnett-Worthy's tenure as Principal. Ms. Worthy always gets to the bottom of the trouble of the students. Her main objective every day was to make the environment conducive to learning. I will not say that Ms. Durant is lying, I am just saying that because she was hurt, she decides to hurt the school. It is not fair to bash a school because you had a bad experience. What about the good experiences? Is she trying to say that she never had a good experience at YECA? What about the nurturing that the teachers gave her every day? What about the love shared by the community? YECA is a wonderful place to work and learn. The Administration and the staffs(custodial & Academic) work in tandem to provide a great learning experience every day. It is a pleasure to see how students help each other to succeed. I have worked in dog-eat-dog schools, where teachers are competing negatively with each other to see who can be the best, students competing negatively with each other to see who can get the highest GPA in order to look down on their peers, parents competing negatively with each other to see who can volunteer more time or contribute more resources to try to bribe teachers to work harder with their kids. At YECA competition is present but it is healthy. Students compete against each other but they do not put their peers down. They try to help their peers to succeed too, Parents and teachers are actively involved in competition to see how many kids they can help to succeed bu they are willing to help each other to reach their goals. YECA is a haven compared to some other places. We have achieved a lot for the short existence that we have had. We are a reward school, The school has also been recognized in the National Rankings and earned a bronze medal. Schools are ranked based on their performance on state-required tests and how well they prepare students for college.We have had a 98% graduation rate and our students are meeting and exceeding State Standards. What more can you ask for? I would recommend this school to those who believe in dreams. We prepare students to be forward thinking, tenacious leaders. YECA is definitely the school for your kids if you want them to make a difference in this world."", 'A student at York Early College Academy was arrested after taking a loaded gun to school, reports <a href=""http://www.nytimes.com/2016/03/18/nyregion/queens-teenager-arrested-after-bringing-loaded-gun-to-school-police-say.html?rref=collectionsectioncollectionnyregion&action=click&contentCollection=nyregion&region=stream&module=stream_unit&version=latest&contentPlacement=2&pgtype=sectionfront&utm_source=Master+Mailing+List&utm_campaign=e99f7b8236-Rise_Shine_3_18_2016&utm_medium=email&utm_term=0_23e3b96952-e99f7b8236-75578181&_r=0"">The New York Times</a>.', 'I have been going to this school for the past 6 years and I am currently a senior. This school is a tight-knit community where everyone may not know the names of the people they see in the halls, but most definitely know their faces. It boils my blood that people like Julianna Durant and ""John Doe"" would come to this website\'s comment section and slander my school\'s name. I may be on my way out of high school, but I haven\'t forgotten how to read phony people and their thoughts like they\'ve been published on the front page of a newspaper. I\'m going to tell you about these shady individuals AND my school, and I GUARANTEE this is the last comment you will have to read. I\'m not like other people who won\'t respond to these negative things said about my school, because when they talk about my school, they are essentially talking about me, the students who graduated before me, AND the students in grades below me as well, and my teachers who truly care. If you are going to throw shade at my school, I WILL ECLIPSE YOU. It\'s funny how they can say all these things over the internet, and in Julianna\'s case, play victim every time they got into an altercation. I was in Julianna\'s class while she was attending this school, and I can attest that EVERY problem she had with ANYBODY in this school was a result of her unpleasant attitude and demeanor.The very way she talked to me and others around me sent off unpleasant vibes. She came from an area where that kind of attitude was accepted, and expected her ways to be accepted when she came to YECA. It was literally like she expected the world to stop when she had a problem. She claims that the administration blamed her for her ""bullying"" when she literally accosted people daily! I guess they were wrong for seeing through her BS. As for John Doe, I have no idea what GPS told him to come for my dear Principal Burnett-Worthy, BUT HE BETTER REROUTE. How dare he come sideways at her or any other administrator in my school about ""fake smiles"" FROM BEHIND A COMPUTER SCREEN?! John Doe AND Julianna ARE THE LAST, and I repeat, LAST people that you should EVER come to when having a question about MY school. Julianna was here for ONE year and left when she couldn\'t get things to go the way SHE wanted them to. She needs to save the BS for Bank of America because it will buy her NOTHING here. And don\'t believe her when she says she didn\'t intend to bash my school. If her experience was that bad, she wouldn\'t even be thinking of searching YECA up to leave her unimportant thoughts in the comment section. And yes, I said UNIMPORTANT. My classmates can tell you that she is only to be forgotten like forget-me-nots. AND John Doe? First of all, it\'s common sense to NEVER take advice from anyone who can\'t post their own name in a COMMENT Section, let alone someone whose only experience with YECA seems to be from him sitting down and watching the 24 hour news channel which is likely the only channel he has beside PBS. I mean, HE CAN\'T EVEN SPELL ""principal"" or ""jeopardy"" RIGHT! I have been at this school since, September of 2009, and I will be supporting my high school, which is practically where I\'ve spent almost half of my life up to this point, long after I graduate this June. So, if you have any concerns about sending your child here, YOU TAKE IT FROM ME. My teachers were always dedicated and they cared about EACH and EVERY one of us. Due to my school\'s teachings, I was able to score a 1970 out of 2400 on my SAT on the first try, and one of my classmates bested me with a 2040 on his SAT on his second try. For Christ sakes, we\'ve had students that graduated from here get accepted into IVY LEAGUE SCHOOLS such as Princeton! Let Julianna and John say what they want, but frankly, I don\'t care. As I said before, I\'ve been here from the jump in 6th Grade, and I will continue to support my school long after I graduate in June. Take it from me, this school is more than great, and so is it\'s staff. If John Doe wants to come back and talk his trash about a school he\'s never been to, I WILL be waiting. That goes, for Ms. Durrant as well.', ""YECA is a great program school. There is too much politics there, and the principle is all about her self. In the NY1 video she simply did not let the young man who was published in the papers get his time to shine, It was all about her and making her look good. There is a lot of politics at that school. Principal cares more about her self than the children. Send you children here but be very careful. The principle is all fake smiles and hurts and accuses people who try to help students. She is a very hasty individual. there's politics here principle only tries to make her self look good. under that smile she uses to fool everyone is a very selfish character.  if you dont want your childs education to be in jepordy because of politics dont send them there"", ""My daughter is in 6th Grade at YECA and so far I did not regret for one split second to send her to there. The teachers, Ms Williams, Mr. Klein, Ms Rosenthol and Ms. Palmer are doing an amazing job with my daughter. The Parents Coordinator, Ms. Perry  always updates parents on all activities.This is one school in NYC that is so organized by the Principal, Ms. Worthy. I wish all parent could see the positive results of their child's performance. HATS OFF TO THE STAFF!!!!!!!!!!!!!!"", 'You are being fooled.', 'I was away at a summer retreat, had no access to the internet and just returned. Therefore I am now able to respond.  I have no intentions of belaboring this matter or starting a back-and-forth argument.   I will state the truth and be done with it. YECA was not a good fit for me, it may have been a good fit for you and that\'s wonderful.  I had a traumatic and horrible experience there and I honestly believe that things could have been handled much differently.  It\'s very unfortunate that you believed that I asked for it, your words ""simply because you asked for it"".  No one asks to be bullied and it\'s attitudes like yours that cause thousands of teenagers to commit suicide each year.  Bullying is a serious offense and should never be taken lightly.  Due to my experience you automatically assumed that I was a bad student, for the record, I was on the Honor Roll and the Principal\'s Honor Roll at ""your"" school and continues to do so at my current high school.  My education is and has always been my number one priority.  My intention, Mekai Twix Ruddock, is not to bash your school but to share my experience and another perspective.  I believe that most of the posts portrayed YECA as perfect and that is very misleading!  Sure the early college programs are a great way to save money, advance your education and get a head start in college, that\'s the reason my mom had me attended there in the first place.  However, there is much room for improvement where the culture of the school is concern.  I wish you and YECA well in your future endeavors and hope that another student never have to endure what I went through.', 'I am saddened to hear such a horrible statement about York Early College Academy (YECA).  I have taught at schools where students fight or cut and watched people look the other way. YECA is NOT that type of school at all.  Daily attendance is mandatory for all class periods and when students are out the attendance personnel is contacted immediately.  One may think that because of the location of the school that violence is a problem, but it’s not at all!  Our students are scholars! Students compete with each other to achieve high grades, hold positions of leadership within school clubs, and complete their community service requirements. We are a small learning community of dedicated students, faculty, staff and administration.  You know you’re in a great school when several staff member send their own children to the school, collaborate during their time off, and maintain strong relationships with students’ families.  There is constant communication between parents, teachers, students, and in some cases tutors that support students as well. The one thing I must say though is if you want to succeed there as a student or member of the faculty, then you must be consistent and have a strong work ethic. There is a clear vision stressed upon by the Administration Team made up of Ms. Worthy and Mr. Angeles that all students can not only graduate high school and attend college, but that all students attending YECA have an open gateway to master their course work during High School to adequately prepare them for their college courses.  Our students not only graduate with advance regents diplomas, and college credits that in most cases are in excess of 60 credits, but our students graduate knowing that they are forever a part of a network whose main objective is to support their academic and career goals.\n\nWE ARE YECA! Come see for yourself!', 'Please know the statements made below do not by any means represent my school, York Early College Academy. I am a current senior getting ready to graduate with an Advanced regents diploma as well as 68 college credits from York college which are transferable beyond the CUNY/SUNY system. I have been a student at YECA since the 6th grade, I have always been a honor roll or principals list student. With the assistance of dedicated professional teachers and staff you have all the requirements needed to succeed as long as you are willing to put in the work. For the past 2 years I have continuously received letters from colleges expressing their interest in me based on my academic achievements at YECA.  When it comes to cutting school and fighting YECA may have a hand full of instances but nothing compared to other NYC high schools. We are a family, you know everyone and everyone knows you. We do not tolerate bullying, anything of that nature is simply because you asked for it. We work together to achieve the success that we want. So unlike the few students like the one who posted below.  So if your interested in a good education and a good school, I say apply.\n#yecasenior #classof2015', 'DO NOT SEND YOUR CHILDREN TO THIS SCHOOL. i tranferred last year and i was bullied, and the administration not only did not help but also blamed me when i was threatened each day.no air coonditioing. and the environment itself is terrible and dirty.almost 98% of students complained about the school each day and state how much they hate it and most kids transfer once they hit 8th grade. the guidance counselor misinformed me many times when i tried to transfer and told me i couldnt get into my current highschool when it was untrue. Don\'t believe the ""hype""if you wish to send your child to an early college highschool send them to bard.Students skip classes and school.', 'The pricniple is abt her self thats the main problem', 'Hey, can we share emails so I can ask yous some questions ?', 'i would love to answer any questions you may have. my email is dazzlejules@aol.com i hope i can answer any questions you may have']"
28Q287,[]
28Q310,"['What foreign languages does this school offer?', 'Spanish only', ""I have to say this school is pretty good. Teachers genuinely care and push for high standards. Clubs and other programs are awesome too. The school has many resources as a whole, everyone is a family. However, I have one complaint. This generally goes for all the schools in JHS. The security guards at scanning are nasty. They are rude and prejudice. I fondly remember one asking a foreigner if he knew English quite rudely as he didn't understand the security guard. They are a bunch of covetous and ignorant people. They go bizerk over anything if something like a book looks like a weapon they have you take it out and go through scanning again.  I prefer to keep my anonymity, but these security guards are quite nasty. Only two seem kind here. The rest are lazy,prejudice as I said before, and lastly not cut out for the job. I never understood how they could work at such a diverse school, with many kids not even from America. If that was the case I feel as though they should have gone elsewhere. Not saying QC is bad, just the whole security at JHS."", 'Queens Collegiate knowingly failed to serve the needs of a special needs student despite being legally required to do so, reports DNAinfo. Read more <a href=""http://www.dnainfo.com/new-york/20151013/far-rockaway/shift-school-based-special-needs-services-is-failing-kids-parents-say"">here</a>.', 'Hi, my son is going to 7th grade. Hes a tranferee and im nervous. I heard about the location but I would like to give it a try. \n', 'Ive been here for a total of 3 years moving on to my final year and for all its faults its like home.   Mostly people are friendly if not ignorant but both ways your going to be happy . You going to learn a lot here  but  more importantly you learn  important life lessons that realy stick.   Honestly you will love this place even with all its faults its amazing  .', 'can a 8th grader transfer to your school', 'since this school has metal detectors, can i carry my phone turned off??', 'thank you for telling me im going to this school this year', 'We miss you Jeremy. Hope you are adjusting well to your new school. Wishing you the best. \n\nSeñor Petersen', 'Thanks, Jeremy! We miss you here and hope you are doing well!', 'We accept students in grades 6 & 9.  In the middle school grades, we will accept transfers if we have space available.  In the high school, the Office of Student Enrollment must approve the transfer and we must have space.  Each year we accept between 2-10 new students in any given grade, due to students leaving (generally moving out of the city).', 'Im wondering why comments here are old. Last year was the most recent. I like to see new comments. To know the current school reviews from students and staff.']"
28Q312,"['This is an amazing school to send your child. Parents and teachers work together and create both a safe and nuturing learning environment. I am very happy with my child’s progress since he has been attending JCS. He has an IEP, and they provide him with assistance to help him reach his academic goals.']"
28Q332,[]
28Q354,"['i used to go to this school and it was fun with my 4th grade teachers MS.Dasilva and MS.Praddy', ""Sorry to hear about Mr. Green's passing. R.I.P., Sir."", 'Under the city\'s pre-k expansion plan, PS 354 will get 18 new full-day pre-k seats. Read more <a href=""http://www.dnainfo.com/new-york/20140409/rego-park/rego-park-getting-dozens-of-new-full-day-pre-k-seats"">here</a>.', 'RIP to the principal of this school who past away November 2013.', 'Just found about his passing. What happened? He was such a vibrant, young man.']"
28Q358,"['Checkout the reviews of the school on google - seems the students have some serious issues with the school', '<a href=""http://qns.com/story/2018/02/02/dozen-queens-schools-get-reward-state-high-academic-marks/"">Website QNS reports</a> that MS 358 has been named a Reward School by New York State.', 'This is true and the information written about MS 358 should be updated. It is indeed not too soon to say that MS 358 is closing the achievement gap and demonstrating high quality impact on students. \n\nBrendan T. Mims\nFounding Principal \nMS 358']"
28Q680,"['The principal is the worst. She harasses other teachers and comments on them rudely. If a teacher points out her mistakes she rates them as “ineffective.” This school would be sooooo much better with a different principal. A good one.', 'Ok so I go to this school. I’m not gonna say what grade just because. But, the kids and the teachers are wonderful and all. It’s just the principle that is absolutely horrible. There are kids that steal things in the locker rooms and the principal is aware but refuses to do anything', '<a href=""http://qns.com/story/2018/02/02/dozen-queens-schools-get-reward-state-high-academic-marks/"">Website QNS reports</a> that the Queens Gateway to Health and Sciences Secondary School has been named a Reward School by New York State.', ""Based off of yearbooks and previous comments, Queens Gateway used to be a great school. But now it has gone downhill. I won't really say that I regret coming here because in 1 year I really learned a lot. (I am a going to seventh grade this year 2017). The academics are great but community service and clubs are not that great because we have no trips or clubs and the only community service you can do in the school is helping a teacher (middle school based)."", 'The city is investigating Principal Judy Henry following complaints about raised dues, program cuts and intimidation from the PTA. Read more <a href=""http://www.dnainfo.com/new-york/20140528/jamaica-hills/city-investigating-principal-at-queens-school-after-complaints"">here</a>.']"
28Q896,"['The Young Women’s Leadership School of Queens is part of Amazon\'s Future Engineer initiative aimed at making computer science courses available to students, <a href=""https://qns.com/story/2019/01/30/amazon-funding-computer-science-programs-in-more-than-30-queens-high-schools/"">QNS reports</a>.', ""Most of these comments aren't recent. Can anyone give me recent reviews of this school?"", ""The school became really bad the past 2 years. I'm a 8th grader at the school and am planning to transfer out. The school is racist and only cares about their ranking. There has been many incidents like girls being slashed and sexual harassment  and assault by other girls. Girls have bitten each other and the school only cares that their ranking doesn't go down. I should know that cause I was bitten on the shoulder and the guidance consular didn't care. I also know the girl who got harassed and assulted. I was there when it happened and the teacher didn't care. Pls don't come here. It's not as good as it seems."", 'Are you allowed to wear any shoes you want', 'No you are not. Only  full white or black shoes', ""Can my 7th grade daughter join the school? I don't know if there is space left because we are really trying to get a school for her quick .thankm you"", 'As a honest person I will start with the positive aspects of this school. The premise is a supportive atmosphere for girls, that otherwise they may not get in an co-ed setting. However, as the child transitions from middle school to high school this is where the school does not live up to its merits. There is no concrete plan to tackle bullying, and as a result this school year there has been many fights. I am unsure as to why they have been so many physical altercations but it would seem the school does not either. Last school year as a parent I was very upset to learn that my daughter was allowed to watch a movie in her classroom as part of the lesson they were doing that week. However, the teacher carelessly allowed an inappropriate scene to be showed that show a man and a women engaging in cardinal behavior. I found out about this now through the school or the teacher but by my daughter it seems that she was looking for the movie on her Netflix account as I heard her friends discussing it. I understand mistakes do happen but being that this school has such a ""high reputation"" I\'m beginning to wonder what else is going on that parents do not know about. Another situation that caused me to scratch my head is dismay is when another school employee allowed a student to help sort report cards. The students being privy to this information started bullying another student about her poor grades. Another concerned parent told me about this and once again I was in shock. I can only report on the experiences that I have had in this school. If I had a choice I would have had my daughter transfer to another school, but the Board of Education has strict rules about transfers. Once again this is only my experience and I have the right to comment on it.', 'The word you meant to use was probably not ""cardinal."" If you attended TYWLS, you would know that.', ""All Schools have there ups and downs. I have to say as a current middle school student there is a lot of drama but you can't escape it at any school you'll always be with petty girls you just got to know when to stay out of it cause then you'll be at fault also. The school doesn't offer many clubs but what they do offer I guarantee your child will have fun. They have a rock band where you can learn to play instruments. You have cheerleading and more. We have a brother school also known as Eagle Academy which is an all boys school on Merrick Blvd that we have many events with such as dances and prom. I can admit that you make some really good friends with eagle sometimes many of use become more than friends. You have many opportunities for you daughter but you always got to work for them because they don't get handed to you. This school is a uniform school that I can say has really expensive uniform that you have to buy from Flynn and O'harra. The teachers are always there for you they offer tutoring on Tuesdays. One thing that does need to be improved is when there is a problem you don't always get help. They do need more clubs and more uniform choices. I am proud to be a student here and proudly wear the uniform because Girls Rule!"", '', 'Hello, do you know if any 10th graders were admitted?', 'Hi does this school take 10th graders? If so would this be put in the regular application or is it a d fferent process? Thank you', ""Don't go to this school, or send your child here. If you want to send your child to a same-sex school, send her to The Young Women's Leadership School of Astoria. They're the same network, but that one is ten times better."", 'Tywls is a phenomenal school that pushes students to work harder and form excellent study habits that will aid them in the future. The school had improved massively with the addition of Ms. Panday. Although the school is small, they have many after school clubs such as Anime, Volleyball and tutoring clubs. Students are also eligible to participate in Music club and learn multiple instruments and receive vocal coaching. The environment is also very supportive. They are encouraged to discuss their conflicts with peers and adults they trust. The school focuses on women empowerment and leadership. There are also intern opportunities. Advisory also teaches life lesson.Overall, it is a fantastic school.', 'The profile of the school has been updated to reflect the changes the school has made in the last years. There are clubs and AP classes now. I have had nothing but good experiences in TYWLS and see a growing school culture that is student friendly.', ""I disagree with Alexa and it is s false comment I have been in this school for many years and there hasn't been any fights the new principle is very nice and supportive this school also offers great opportunity within scholarships given to the school for colleges ."", 'My daughter has been attending this school since middle school, and I have enough right to say that this school is absolutely terrible.\n\nDo not make your daughter apply for this school in middle school, or high school.\nYou might think that this school is great for your daughter because it\'s a same sex school, but being same sex doesn\'t make a school magically superior to co ed ones.\n\nThe girls in this school are just as nasty as boys. They\'re extremely rude, mean, and sly. My daughter came home many days, crying, and whenever we went to complain about this to the dean or guidance counselor, they didn\'t help at all, even though each and every time the other person was clearly the attacker. Why? Because my daughter wasn\'t of the race this school favors.\n\nThe dean is absolutely useless. My daughter told me about how she saw students fighting, pulling each other\'s hair, rolling on the ground, throwing food, and ruining each other\'s properties countless days during lunch. The dean doesn\'t notice any of this, and went on to punish these friends who were playfully slapping each other.\n\nThere was even a period of months where the school had assigned seating for lunch. That is absurd. There\'s students who have bad vibes towards each other, and they were told to sit next to each other. The students got assigned seats, because the grades that had lunch prior left trash and food all around the cafeteria, and certain tables in my daughter\'s lunch period were full of dirty people who didn\'t bother to take care of their own trash, and that is why people who\'re always doing their duty had to be punished as well as the ones at fault. They said this was to build teamwork. I don\'t know how such a bad school could build teamwork with such bad methods. Worst of all, my daughter asked a lowerclassman if they had assigned seats for lunch, and they didn\'t. Guess what? They were students from the lunch period prior my daughter\'s; the ones who made the cafeteria dirty originally.\n\nThe guidance counselor never helps resolve problems. She instigates them.\n\nThe staff don\'t even know about their own school. I asked the school\'s parent coordinator about my aris parentlink password which I forgot, and she said she doesn\'t know what that is, and how to do that.\n\nIt makes my daughter miserable every day. They first thing she says after coming home each day is ""Mother, I don\'t want to go to school tomorrow."" I know it isn\'t a joke, because she\'s not one to complain about things unless they really, really pain her.\n\nThe old principal most likely got demoted from a principal in TYWLS to a dean in another, because her title as principal was nothing. Every time she made an announcement, it was barely audible. She favored students for their race, and invited them to eat lunch with her. \n\nThe new principal doesn\'t do much either.\n\nThe school is miniscule. Every time my daughter changes classes, there are horrible traffic jams on the stairs where the ruder and students of larger mass trample over the ones saying excuse me, and make them late for class.\n\nThe French teacher is oblivious to this, and disgustingly scolds students who tried, and got trampled in the stairs coming from the basement to the third floor and were seconds late. The students who can\'t see from the back aren\'t given a seat in the front in her classroom as well.\n\nThe school is tardy with things.\n\nWhen my daughter entered high school, she wasn\'t even invited to the orientation. She couldn\'t get her uniform, and was scolded for it, even though the school was at fault.\n\nThe students received their official schedules late. There were four switches in the schedule. The students had to come over and over to the school during their precious vacation to get schedules that weren\'t even official. Even on the first day of school, there were schedule issues. It\'s been more than a week since school started, and many students still have incorrect schedules.\n\nLast year, the official honors class started two months late because the school was too stupid to sort itself out, and made the new honors students miss two months of precious Regent\'s preparation. My daughter\'s friend, who\'s a grade below her, got low nineties for her math and earth science regents, when she could\'ve gotten a 100.\n\nThe school also doesn\'t offer English honors classes, unlike the other schools in New York.\n\nThe supplies in this school are barbaric. There are no smartboards that function, while in other schools, whiteboards and chalkboards have become ancient things after the introduction of the smartboard. The school didn\'t get any textbooks for many of the classes at all last year. My daughter had to pass her exams with only her personal notes, which luckily, are very good, if I do say so myself.\n\nThe teachers seem to be rookies. They treat the talented students like they\'re the only people who exist in the classroom, and don\'t even try to make the less gifted students any smarter. They forget things often, and take absences like it\'s nothing. They also pair up the smarter students with the not-so-smart and not-so-effort-giving students, and in the end, that one smart kid in the group ends up doing all the work for her group of 5 imbeciles, and we all know group projects aren\'t small things.\n\nMany teachers keep quitting over the years, and the new ones are usually just as bad. The phys ed teachers barely let the students move around in the school\'s tiny gym. (Oh, did I mention that this school has no auditorium, so the dances, graduation ceremonies, and some of the morning meetings are held in the gym? The others are held in the cafeteria or library.) Last year, the students with gym took their phys ed classes in the cafeteria and library. Doesn\'t this come off as absurd to you?\n\nThis school has barely any AP courses, and they\'re only available in 11th grade. This makes the students of this school inferior to the students who have AP\'s in 9th and 10th grade. There are also barely any clubs, so the students aren\'t given many fun opportunities. Barely any trips as well. \n\nThere are many other problems in this school. I\'m currently regretting not letting my daughter attend the other schools she got accepted to because I preferred same sex education. I\'m trying my best to help her transfer out of this hell of a school, and if you parents who have daughters attending and feel the same as me about this school, transfer your daughters quickly before they lose a chance to get into those Ivy Leagues we wanted them to attend since birth.', ""There will be situations in every school where children are bullied or act in a certain way. Not everyone has the same view on the school as you do because not every one experiences the same thing. If you take initiative, multiple opportunities will open up for you. It's all in the way you handle the situation."", 'I PERSONALLY LOVE THE SCHOOL PUSHES YOU TO GO HIGHER.THE SCHOOL IS PUSHING ITS WAY TO THE TOP ITS IN YHE TOP 50 SCHOOLS IN NEW YORK.THE TEACHERS ARE NICE. STUDENTS ARE NICE AND WELCOMING. IF THERES A PROBLEM STUDENTS HAVE NO PROBLEM SPEAKING TO NATASHA F THE COUNSIL AND NATASHA A THE DEAN.', ""Personally, this school sucks. My daughter used to know many things and get higher education and was always motivated to learn. I sent her to this school thinking there was great leadership, instead she lost motivation and is not getting enough academic skills. l hope this school gets better. They don't even have proper items. Like printers and smartboards and more."", 'Can I ask you a few questions about the school?', 'Ok good luck !!! To you all .', 'Thank you so much!!', ""It was my pleasure to help you ,I hope you and your sisters get in what grades will you all be attending,if you don't mind me asking ..you said you be be attending this month ...hopefully you will be here for our talent show ...we all look forward to meeting you and your sisters good luck .....and don't forget about the YMCA after school ..and the community house After school program and ...the many clubs that we have to offer "", ""We're not 100% sure what grades they'll place us in, but the DOE listed us in 9th, 10th and 11th. We're really excited about it too! :)"", 'Hello Alexandra you can ask me any question\nThanks for the question', ""1. Is the school as strict as it sounds?\n2. Are cell phones completely banned from being in the school, or are you allowed to have it but not use it?\n3. Is it your choice to wear a skirt or pants on whatever day you'd like?\n4. Is the work challenging?\n5. Are the students kind and welcoming? "", ""Hello ,Alexandra ..I don't think any school is strict ,but you do have to follow the rules like everything in life as far as cell phones you are not permitted to use cell phones in school ..most girls have them to let there parents know when they get and leave school then they turn them off before entering the school and place them in there lockers ..the school does have a uniform policy ..on gym days you must wear your Gym uniform...on other days you can wear the school uniform pants or you can wear the pleated school skirt ..and everyday you must wear white sneakers in school ,as far as the girls or students everyone is really nice ...just be yourself ...if you are attending the school in sept..they have summer bridge  in July for 3 weeks ..this is so you can get to know the students coming into the school like you and get to know your teachers ..and learn your way around the school ..so you won't feel lost on the first day of school ..if you can't go all 3 weeks it's ok ..the school has a nice AFTERSCHOOL program ..and the teachers are nice ...the school work is challenging you get a lot of projects and everything you do is graded even homework ..I hope I answered all you question ...lol..hope to meet you in sept .."", ""Thank you so much for your help!!!\nMy sisters and I are being placed in school this month and our dream is to go to this school, so we're hoping we get in!  ""]"
29Q015,"['Lawrence Brenner, a former teacher at PS 15 sues Principal K’Tori for discrimination against white teachers.  Read more <a href=""http://nypost.com/2014/06/10/sacked-teacher-claims-principal-said-white-instructors-were-hurting-his-little-black-children/"">here</a>.', 'Sounds to me like an INEFFECTIVE PENSION-SPIKER who got canned and is looking for payback.', 'I attended this Elementary School coming to new York from NC, when it was predominantly white, and it was a great experience.  I was there from 3rd grade to 6th grade, and I was treated well, educated, and the Principal was Mary Elizabeth Dempsey.  She made it a point to learn the names of the children.   I ran relay-track, played double-dutch in the school yard, and walked home everyday.Great memories.']"
29Q033,[]
29Q034,[]
29Q035,[]
29Q036,"[""Ps 36 is a great school. The main problem here is not the teachers or the staff many of the school issues is the parenting. Many times the parents are not involved in their children's education. Like many schools ps 36 has a meet the teachers night, parent teacher conferences, or school enrichment meeting, ask me how many parents show? However, this doesn't mean the parents don't care  about their child's education, but when your child is always on the promotion and doubt list every year from first grade to fifth grade, who do you blame.It's really sad  that the teachers have to deal with the disrespect of the parents everyday. I would be exhausted. Anyway, my daughters had great teachers like Mrs. Tinglin, Mrs Rose, Mrs A, Mrs Connon and Mrs Way and the principal  Mrs Lynn S, really cares about her children and the school."", 'I LOVE PS 36  #1 SCHOOL IN QUEENS. MR. PRICE']"
29Q037,"['Dads from PS 37 Cynthia Jenkins School are featured in an article on the U.S. Department of Education\'s blog Homeroom. You can read the blog <a href=""http://blog.ed.gov/2015/10/calling-all-dads-nationwide-efforts-highlight-ways-fathers-can-get-more-involved-in-their-childrens-education/"">here</a>.']"
29Q038,"['<a href=""hhttps://www.wsj.com/articles/new-math-curriculum-counts-for-this-new-york-city-school-11560603602?utm_source=newsletter&utm_medium=email&utm_campaign=cb_bureau_ny"">The Wall Street Journal</a> writes that math teachers at PS 38 Rosedale report better learning and higher levels of engagement in students with a curriculum developed by nonprofit Eureka Math.']"
29Q052,[]
